id,title,lead_paragraph,source,category,publish_datetime_raw,publish_dt,label,label_str,title_char_len,title_word_len,title_n_exclaim,title_n_question,title_n_ellipsis,title_n_number,title_has_caps,title_n_quote,title_n_cb_keywords,title_n_ambiguous_cues,title_n_curiosity_gap_cues,title_starts_with_num,title_has_superlative,title_n_negative,title_avg_word_len,title_uppercase_ratio,title_ends_question,title_ends_ellipsis,title_is_listicle,title_has_quote,title_has_source_tag,lead_char_len,lead_word_len,lead_title_ratio,lead_n_cb_keywords,source_encoded,category_encoded,source_cb_rate_diagnostic,category_cb_rate_diagnostic
article_0001,Sân bay Vinh đóng cửa 6 tháng để nâng cấp,"Nghệ AnCảng hàng không Vinh sẽ ngừng hoạt động từ 1/7 đến hết 31/12/2025 để phục vụ thi công mở rộng, cải tạo nhà ga, sân đỗ và sửa chữa đường cất hạ cánh.",VnExpress,Tin tức tổng hợp,2025-06-23T12:26:00+07:00,2025-06-23 05:26:00.000,0,Non-clickbait,41,10,0,0,0,1,0,0,0,1,0,0,0,0,3.2,0.04878048780487805,0,0,0,0,0,155,34,3.6904761904761907,0,7,10,0.14473684210526316,0.04060913705583756
article_0002,5 người thoát nạn khi ôtô bị lũ cuốn,"Tuyên QuangĐi theo Google Maps song lại được chỉ vào đoạn ngập, ôtô 5 chỗ bị lũ cuốn, ba người lớn và hai trẻ nhỏ may mắn thoát nạn, đêm 23/6.",VnExpress,Tin tức tổng hợp,2025-06-23T12:26:00+07:00,2025-06-23 05:26:00.000,0,Non-clickbait,36,9,0,0,0,1,0,0,0,0,0,1,0,0,3.111111111111111,0.0,0,0,1,0,0,142,31,3.8378378378378377,0,7,10,0.14473684210526316,0.04060913705583756
article_0004,Quy hoạch 9 khu chức năng phía đông TP HCM,"9 đồ án quy hoạch 1/2000 được TP Thủ Đức phê duyệt với định hướng phát triển giao thông, công nghệ, tài chính… kỳ vọng tạo đột phá hạ tầng phía đông TP HCM.",VnExpress,Tin tức tổng hợp,2025-06-23T11:56:00+07:00,2025-06-23 04:56:00.000,0,Non-clickbait,42,10,0,0,0,1,1,0,0,0,0,0,0,0,3.3,0.14285714285714285,0,0,0,0,0,156,34,3.627906976744186,0,7,10,0.14473684210526316,0.04060913705583756
article_0006,Tổng Bí thư trao quyết định thành lập Cơ quan Ủy ban Trung ương MTTQ Việt Nam,"Sáng 23/6, Tổng Bí thư Tô Lâm dự và trao quyết định của Bộ Chính trị về việc thành lập Cơ quan Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam.",VnExpress,Tin tức tổng hợp,2025-06-23T11:03:00+07:00,2025-06-23 04:03:00.000,0,Non-clickbait,77,17,0,0,0,0,1,0,0,0,0,0,0,0,3.588235294117647,0.14285714285714285,0,0,0,0,0,139,32,1.7820512820512822,0,7,10,0.14473684210526316,0.04060913705583756
article_0010,Quốc hội bước vào tuần làm việc cuối cùng của kỳ họp dài kỷ lục,"Tuần cuối kỳ họp 9 (23-27/6), Quốc hội sẽ biểu quyết thông qua nhiều luật, nghị quyết quan trọng, trong đó có sửa đổi Bộ luật Hình sự, Luật Xử lý vi phạm hành chính và nghị quyết về trung tâm tài chính quốc tế.",VnExpress,Tin tức tổng hợp,2025-06-23T05:00:00+07:00,2025-06-22 22:00:00.000,0,Non-clickbait,63,15,0,0,0,0,0,0,0,0,0,0,0,0,3.2666666666666666,0.015873015873015872,0,0,0,0,0,210,45,3.28125,0,7,10,0.14473684210526316,0.04060913705583756
article_0011,Nguy cơ mất an toàn hàng không từ vật thể bay không người lái,"Các sân bay gần đây xảy ra nhiều vụ thả diều, chiếu tia laser, thiết bị bay không người lái xâm nhập gây mất an toàn, nhiều chuyến bay phải chuyển hướng.",VnExpress,Tin tức tổng hợp,2025-06-23T00:00:00+07:00,2025-06-22 17:00:00.000,0,Non-clickbait,61,14,0,0,0,0,0,0,0,0,0,0,0,1,3.4285714285714284,0.01639344262295082,0,0,0,0,0,153,32,2.467741935483871,0,7,10,0.14473684210526316,0.04060913705583756
article_0012,"Dùng ma túy khi lái xe, tài xế gây tai nạn liên hoàn","Thái NguyênĐang chở con gái, Lê Viết Hoàn dừng ôtô bên đường để sử dụng ma túy, sau đó trong trạng thái kích thích gây tai nạn liên hoàn với hai ôtô khác.",VnExpress,Tin tức tổng hợp,2025-06-22T19:40:00+07:00,2025-06-22 12:40:00.000,0,Non-clickbait,52,13,0,0,0,0,0,0,0,0,0,0,0,0,3.076923076923077,0.019230769230769232,0,0,0,0,0,154,33,2.9056603773584904,0,7,10,0.14473684210526316,0.04060913705583756
article_0013,Tuần tới miền Bắc giảm mưa,"Mưa tại miền Bắc sẽ giảm từ ngày 23/6, tuy nhiên một số khu vực trung du và vùng núi vẫn có khả năng xuất hiện mưa giông cục bộ.",VnExpress,Tin tức tổng hợp,2025-06-22T18:11:00+07:00,2025-06-22 11:11:00.000,0,Non-clickbait,26,6,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.07692307692307693,0,0,0,0,0,128,30,4.7407407407407405,0,7,10,0.14473684210526316,0.04060913705583756
article_0014,Đà Nẵng mở rộng khu thương mại tự do sau sáp nhập,"Thành phố sẽ nghiên cứu mở rộng khu thương mại tự do để khai thác tiềm năng không gian, liên kết vùng sau khi hợp nhất với tỉnh Quảng Nam.",VnExpress,Tin tức tổng hợp,2025-06-22T15:48:00+07:00,2025-06-22 08:48:00.000,0,Non-clickbait,49,12,0,0,0,0,0,0,0,0,0,0,0,0,3.1666666666666665,0.04081632653061224,0,0,0,0,0,138,30,2.76,0,7,10,0.14473684210526316,0.04060913705583756
article_0015,"Cả nước sẽ hoàn thành xóa 277.400 nhà tạm, dột nát vào ngày 25/8","Bộ trưởng Đào Ngọc Dung cho biết toàn quốc dự kiến sẽ hoàn thành mục tiêu xóa 277.400 căn nhà tạm, dột nát vào ngày 25/8, trong đó 262.800 căn đã được hỗ trợ xây dựng.",VnExpress,Tin tức tổng hợp,2025-06-22T15:05:00+07:00,2025-06-22 08:05:00.000,0,Non-clickbait,64,14,0,0,0,4,0,0,0,0,0,0,0,0,3.642857142857143,0.015625,0,0,0,0,0,167,36,2.5692307692307694,0,7,10,0.14473684210526316,0.04060913705583756
article_0016,Mở rộng Quảng trường Ba Đình,Không gian Quảng trường Ba Đình được mở rộng về phía Nam để khôi phục tầm nhìn trục lễ và nâng cấp cảnh quan khu trung tâm chính trị quốc gia.,VnExpress,Tin tức tổng hợp,2025-06-22T14:39:00+07:00,2025-06-22 07:39:00.000,0,Non-clickbait,28,6,0,0,0,0,0,0,0,0,0,0,0,0,3.8333333333333335,0.14285714285714285,0,0,0,0,0,142,31,4.896551724137931,0,7,10,0.14473684210526316,0.04060913705583756
article_0017,Phương án tổ chức giao thông qua cầu Nhơn Trạch nối TP HCM - Đồng Nai,"Do hai đoạn đầu tuyến kết nối chưa hoàn thành, nên giai đoạn đầu cầu Nhơn Trạch dự kiến khai thác như đường đô thị, chưa theo tiêu chuẩn cao tốc.",VnExpress,Tin tức tổng hợp,2025-06-22T11:48:00+07:00,2025-06-22 04:48:00.000,0,Non-clickbait,69,16,0,0,0,0,1,0,0,0,0,0,0,0,3.375,0.14492753623188406,0,0,0,0,0,145,31,2.0714285714285716,0,7,10,0.14473684210526316,0.04060913705583756
article_0018,Hiểm họa từ máy bay phun thuốc,"Thiếu lao động nông nghiệp khiến máy bay phun thuốc dần thay thế bình phun cơ, nhưng cũng tiềm ẩn nhiều rủi ro do khó kiểm soát, người điều khiển chưa qua đào tạo.",VnExpress,Tin tức tổng hợp,2025-06-22T10:00:00+07:00,2025-06-22 03:00:00.000,0,Non-clickbait,30,7,0,0,0,0,0,0,0,0,0,0,0,0,3.4285714285714284,0.03333333333333333,0,0,0,0,0,163,34,5.258064516129032,0,7,10,0.14473684210526316,0.04060913705583756
article_0019,Bài phát biểu của Bộ trưởng Nguyễn Mạnh Hùng nhân 100 năm báo chí cách mạng Việt Nam,"Bộ trưởng Khoa học và Công nghệ Nguyễn Mạnh Hùng phát biểu tại buổi gặp mặt các nhà báo lĩnh vực khoa học công nghệ, đổi mới sáng tạo và chuyển đổi số nhân dịp 100 năm Báo chí cách mạng Việt Nam. VnExpress giới thiệu nội dung bài phát biểu.",VnExpress,Tin tức tổng hợp,,,0,Non-clickbait,84,18,0,0,0,1,0,0,1,0,0,0,0,0,3.7222222222222223,0.08333333333333333,0,0,0,0,0,240,51,2.823529411764706,1,7,10,0.14473684210526316,0.04060913705583756
article_0020,Bồ Đào Nha tranh tài pháo hoa với Anh trên sông Hàn,"Đà NẵngPhiêu lưu với bản hòa nhạc rock và những màn pháo hoa đa sắc màu, Bồ Đào Nha gây ấn tượng mạnh so với màn trình diễn của đại diện đến từ Anh.",VnExpress,Tin tức tổng hợp,2025-06-22T00:39:00+07:00,2025-06-21 17:39:00.000,0,Non-clickbait,51,12,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,0.09803921568627451,0,0,0,0,0,148,34,2.8461538461538463,0,7,10,0.14473684210526316,0.04060913705583756
article_0021,13 tác phẩm đoạt giải A báo chí quốc gia,"Hà NộiTối 21/6, Ban Tổ chức giải báo chí quốc gia trao tặng 13 giải A, 27 giải B và 49 giải C cho các nhóm tác giả từ cơ quan báo chí trung ương và địa phương.",VnExpress,Tin tức tổng hợp,2025-06-22T00:34:00+07:00,2025-06-21 17:34:00.000,0,Non-clickbait,40,10,0,0,0,1,0,0,0,0,0,1,0,0,3.1,0.025,0,0,1,0,0,159,38,3.8780487804878048,0,7,10,0.14473684210526316,0.04060913705583756
article_0022,"Đà Nẵng đề xuất thử nghiệm tài sản số, tiền số","Thành phố kiến nghị cho phép hình thành tại Trung tâm tài chính quốc tế các sàn giao dịch chuyên biệt như tài sản số, tiền số cho doanh nghiệp đổi mới sáng tạo.",VnExpress,Tin tức tổng hợp,2025-06-21T22:20:00+07:00,2025-06-21 15:20:00.000,0,Non-clickbait,46,11,0,0,0,0,0,0,0,0,0,0,0,0,3.272727272727273,0.043478260869565216,0,0,0,0,0,160,34,3.404255319148936,0,7,10,0.14473684210526316,0.04060913705583756
article_0023,VnExpress đoạt hai giải tại Hội Báo toàn quốc 2025,"Hà NộiTại lễ bế mạc Hội Báo toàn quốc 2025 chiều 21/6, báo VnExpress được trao giải B Sản phẩm báo chí ấn tượng và giải C Sự kiện.",VnExpress,Tin tức tổng hợp,2025-06-21T18:08:00+07:00,2025-06-21 11:08:00.000,0,Non-clickbait,50,10,0,0,0,1,0,0,0,0,0,0,0,0,4.1,0.08,0,0,0,0,0,130,29,2.549019607843137,0,7,10,0.14473684210526316,0.04060913705583756
article_0024,"Vượt gác chắn, người đàn ông bị tàu tông tử vong","Nghệ AnNgười đàn ông ở TP Vinh lái xe máy vượt đèn tín hiệu và gác chắn, bị tàu hàng H15 tông trúng khiến tử vong, trưa 21/6.",VnExpress,Tin tức tổng hợp,2025-06-21T17:45:00+07:00,2025-06-21 10:45:00.000,0,Non-clickbait,48,11,0,0,0,0,0,0,0,0,0,0,0,0,3.4545454545454546,0.020833333333333332,0,0,0,0,0,125,28,2.5510204081632653,0,7,10,0.14473684210526316,0.04060913705583756
article_0025,Báo chí cách mạng Việt Nam nhận huân chương Hồ Chí Minh,"Ngày 21/6, Tổng Bí thư Tô Lâm trao tặng huân chương Hồ Chí Minh cho Báo chí cách mạng Việt Nam, ghi nhận những đóng góp to lớn vào sự nghiệp cách mạng của Đảng và dân tộc.",VnExpress,Tin tức tổng hợp,2025-06-21T17:16:00+07:00,2025-06-21 10:16:00.000,0,Non-clickbait,55,12,0,0,0,0,0,0,1,0,0,0,0,0,3.6666666666666665,0.10909090909090909,0,0,0,0,0,171,38,3.0535714285714284,1,7,10,0.14473684210526316,0.04060913705583756
article_0026,Tổng Bí thư: 'Báo chí cần khơi gợi tinh thần cống hiến trong xã hội',"Hà NộiTrong giai đoạn hiện nay, báo chí cần thổi luồng sinh khí mới, khơi dậy quyết tâm, lòng yêu nước, tinh thần cống hiến trong toàn xã hội, theo Tổng Bí thư.",VnExpress,Tin tức tổng hợp,2025-06-21T14:21:00+07:00,2025-06-21 07:21:00.000,0,Non-clickbait,68,15,0,0,0,0,0,2,0,0,0,0,0,0,3.6,0.04411764705882353,0,0,0,1,0,160,33,2.318840579710145,0,7,10,0.14473684210526316,0.04060913705583756
article_0027,Nhiều khu dân cư ở Thái Nguyên ngập hơn một mét,"Mưa lớn từ tối qua đến sáng nay khiến nhiều khu dân cư ở TP Thái Nguyên, TP Sông Công, TP Phổ Yên bị ngập, có nhà nước dâng cao hơn một mét.",VnExpress,Tin tức tổng hợp,2025-06-21T10:42:00+07:00,2025-06-21 03:42:00.000,0,Non-clickbait,47,11,0,0,0,0,0,0,0,0,0,0,0,0,3.3636363636363638,0.06382978723404255,0,0,0,0,0,140,33,2.9166666666666665,0,7,10,0.14473684210526316,0.04060913705583756
article_0028,Các tòa soạn thích ứng thế nào với sáp nhập bộ máy?,"Tòa soạn sau sáp nhập phải bố trí nhân sự hợp lý, phóng viên năng động, nếu trước đây chỉ làm báo in thì nay phải kiêm cả báo hình, báo ảnh...",VnExpress,Tin tức tổng hợp,2025-06-21T08:48:00+07:00,2025-06-21 01:48:00.000,0,Non-clickbait,51,12,0,1,0,0,0,0,0,0,0,0,0,0,3.3333333333333335,0.0196078431372549,1,0,0,0,0,142,32,2.730769230769231,0,7,10,0.14473684210526316,0.04060913705583756
article_0029,Ngôi nhà ở Chợ Lớn có 3 hầm bí mật để in báo cách mạng,"TP HCMNgôi nhà hơn 50 năm tuổi ở quận 6 với các hầm dùng in báo, tài liệu cách mạng, hoạt động bí mật suốt 10 năm thời kháng chiến.",VnExpress,Tin tức tổng hợp,2025-06-21T06:00:00+07:00,2025-06-20 23:00:00.000,0,Non-clickbait,54,15,0,0,0,1,0,0,2,1,1,0,0,0,2.6666666666666665,0.05555555555555555,0,0,0,0,0,131,30,2.381818181818182,2,7,10,0.14473684210526316,0.04060913705583756
article_0030,Chi trả chế độ cho người nghỉ việc do sắp xếp bộ máy trước 30/6,"Thủ tướng Phạm Minh Chính yêu cầu hoàn thành việc chi trả chế độ cho cán bộ, công chức, viên chức, người lao động nghỉ việc do sắp xếp bộ máy trước 30/6.",VnExpress,Tin tức tổng hợp,2025-06-21T00:10:00+07:00,2025-06-20 17:10:00.000,0,Non-clickbait,63,15,0,0,0,2,0,0,0,0,0,0,0,0,3.2666666666666666,0.015873015873015872,0,0,0,0,0,153,33,2.390625,0,7,10,0.14473684210526316,0.04060913705583756
article_0031,TP HCM chi hơn 2.240 tỷ đồng xây Nhà văn hóa Thanh niên mới 25 tầng,"Nhà văn hóa Thanh niên sẽ được TP HCM đầu tư hơn 2.240 tỷ đồng, quy mô 25 tầng, tổng diện tích sàn xây dựng hơn 93.500 m2.",VnExpress,Tin tức tổng hợp,2025-06-21T00:00:00+07:00,2025-06-20 17:00:00.000,0,Non-clickbait,67,16,0,0,0,3,1,0,0,0,0,0,0,0,3.25,0.1044776119402985,0,0,0,0,0,122,28,1.7941176470588236,0,7,10,0.14473684210526316,0.04060913705583756
article_0032,"69 xã, phường của Hà Tĩnh sau sắp xếp","Tỉnh Hà Tĩnh sau sắp xếp có 60 xã, 9 phường, trong đó xã Vũ Quang rộng nhất tới 533,5 km2, xã Đức Minh nhỏ nhất 23,58 km2.",VnExpress,Tin tức tổng hợp,2025-06-21T00:00:00+07:00,2025-06-20 17:00:00.000,0,Non-clickbait,37,9,0,0,0,1,0,0,0,0,0,1,0,0,3.2222222222222223,0.05405405405405406,0,0,1,0,0,122,28,3.210526315789474,0,7,10,0.14473684210526316,0.04060913705583756
